"","Location","cobertura","tipo","temporalid","pisoclimat","cubierta","tipo2","tipo3","asociacion","rotacion1","rotacion2","sistemadep","tamanoparc","riego","uso","alteracion","origenagua","observacio","control","zhc","zona","shape_leng","Shape_Area","superficie","area_recal","area","Version..1.0","AREA"
"1","BQ1","Area Poblada","Area en proceso de urbanizacion","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","SIn uso","*No Aplica*","*No Aplica*","",1,"No aplicable","No aplicable",1204.51409536,51444.0454723,5.1444045472,1009062,52088,"RestoreWorkspace: Default",NA
"2","BQ1","Area Poblada","Area en proceso de urbanizacion","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","SIn uso","*No Aplica*","*No Aplica*","",1,"No aplicable","No aplicable",1204.51409536,51444.0454723,5.1444045472,1009062,52088,"SaveWorkspace: Default",NA
"3","BQ1","Area Poblada","Area en proceso de urbanizacion","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","SIn uso","*No Aplica*","*No Aplica*","",1,"No aplicable","No aplicable",1204.51409536,51444.0454723,5.1444045472,1009062,52088,"AlwaysSaveHistory: Default",NA
"4","BQ1","Area Poblada","Area en proceso de urbanizacion","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","SIn uso","*No Aplica*","*No Aplica*","",1,"No aplicable","No aplicable",1204.51409536,51444.0454723,5.1444045472,1009062,52088,"EnableCodeIndexing: Yes",NA
"5","BQ1","Area Poblada","Area en proceso de urbanizacion","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","SIn uso","*No Aplica*","*No Aplica*","",1,"No aplicable","No aplicable",1204.51409536,51444.0454723,5.1444045472,1009062,52088,"UseSpacesForTab: Yes",NA
"6","BQ1","Area Poblada","Area en proceso de urbanizacion","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","SIn uso","*No Aplica*","*No Aplica*","",1,"No aplicable","No aplicable",1204.51409536,51444.0454723,5.1444045472,1009062,52088,"NumSpacesForTab: 2",NA
"7","BQ1","Area Poblada","Area en proceso de urbanizacion","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","SIn uso","*No Aplica*","*No Aplica*","",1,"No aplicable","No aplicable",1204.51409536,51444.0454723,5.1444045472,1009062,52088,"Encoding: UTF-8",NA
"8","BQ1","Area Poblada","Area en proceso de urbanizacion","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","SIn uso","*No Aplica*","*No Aplica*","",1,"No aplicable","No aplicable",1204.51409536,51444.0454723,5.1444045472,1009062,52088,"RnwWeave: Sweave",NA
"9","BQ1","Area Poblada","Area en proceso de urbanizacion","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","SIn uso","*No Aplica*","*No Aplica*","",1,"No aplicable","No aplicable",1204.51409536,51444.0454723,5.1444045472,1009062,52088,"LaTeX: pdfLaTeX",NA
"10","BQ1","Cuerpo Agua","Rio","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Riego consumo energia","*No Aplica*","Natural","",1,"No aplicable","No aplicable",37948.1093721,402830.152717,40.2830152717,66880,66880,"RestoreWorkspace: Default",NA
"11","BQ1","Cuerpo Agua","Rio","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Riego consumo energia","*No Aplica*","Natural","",1,"No aplicable","No aplicable",37948.1093721,402830.152717,40.2830152717,66880,66880,"SaveWorkspace: Default",NA
"12","BQ1","Cuerpo Agua","Rio","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Riego consumo energia","*No Aplica*","Natural","",1,"No aplicable","No aplicable",37948.1093721,402830.152717,40.2830152717,66880,66880,"AlwaysSaveHistory: Default",NA
"13","BQ1","Cuerpo Agua","Rio","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Riego consumo energia","*No Aplica*","Natural","",1,"No aplicable","No aplicable",37948.1093721,402830.152717,40.2830152717,66880,66880,"EnableCodeIndexing: Yes",NA
"14","BQ1","Cuerpo Agua","Rio","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Riego consumo energia","*No Aplica*","Natural","",1,"No aplicable","No aplicable",37948.1093721,402830.152717,40.2830152717,66880,66880,"UseSpacesForTab: Yes",NA
"15","BQ1","Cuerpo Agua","Rio","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Riego consumo energia","*No Aplica*","Natural","",1,"No aplicable","No aplicable",37948.1093721,402830.152717,40.2830152717,66880,66880,"NumSpacesForTab: 2",NA
"16","BQ1","Cuerpo Agua","Rio","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Riego consumo energia","*No Aplica*","Natural","",1,"No aplicable","No aplicable",37948.1093721,402830.152717,40.2830152717,66880,66880,"Encoding: UTF-8",NA
"17","BQ1","Cuerpo Agua","Rio","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Riego consumo energia","*No Aplica*","Natural","",1,"No aplicable","No aplicable",37948.1093721,402830.152717,40.2830152717,66880,66880,"RnwWeave: Sweave",NA
"18","BQ1","Cuerpo Agua","Rio","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Riego consumo energia","*No Aplica*","Natural","",1,"No aplicable","No aplicable",37948.1093721,402830.152717,40.2830152717,66880,66880,"LaTeX: pdfLaTeX",NA
"19","BQ1","Cultivo","maiz suave","Ciclo corto","Templado","Sin cubierta","No Aplica","No Aplica","No Aplica","No Aplica","No Aplica","Mercantil","Parcelas pequeñas sierra","Con riego","Agricola extensivo","*No Aplica*","*No Aplica*","<Null>",1,"Ciclo corto-Con riego-Parcela pequeña-Templado","Zona 31",20591.9485027,4444159.60718,444.415960718,8323142,258144,"RestoreWorkspace: Default",NA
"20","BQ1","Cultivo","maiz suave","Ciclo corto","Templado","Sin cubierta","No Aplica","No Aplica","No Aplica","No Aplica","No Aplica","Mercantil","Parcelas pequeñas sierra","Con riego","Agricola extensivo","*No Aplica*","*No Aplica*","<Null>",1,"Ciclo corto-Con riego-Parcela pequeña-Templado","Zona 31",20591.9485027,4444159.60718,444.415960718,8323142,258144,"SaveWorkspace: Default",NA
"21","BQ1","Cultivo","maiz suave","Ciclo corto","Templado","Sin cubierta","No Aplica","No Aplica","No Aplica","No Aplica","No Aplica","Mercantil","Parcelas pequeñas sierra","Con riego","Agricola extensivo","*No Aplica*","*No Aplica*","<Null>",1,"Ciclo corto-Con riego-Parcela pequeña-Templado","Zona 31",20591.9485027,4444159.60718,444.415960718,8323142,258144,"AlwaysSaveHistory: Default",NA
"22","BQ1","Cultivo","maiz suave","Ciclo corto","Templado","Sin cubierta","No Aplica","No Aplica","No Aplica","No Aplica","No Aplica","Mercantil","Parcelas pequeñas sierra","Con riego","Agricola extensivo","*No Aplica*","*No Aplica*","<Null>",1,"Ciclo corto-Con riego-Parcela pequeña-Templado","Zona 31",20591.9485027,4444159.60718,444.415960718,8323142,258144,"EnableCodeIndexing: Yes",NA
"23","BQ1","Cultivo","maiz suave","Ciclo corto","Templado","Sin cubierta","No Aplica","No Aplica","No Aplica","No Aplica","No Aplica","Mercantil","Parcelas pequeñas sierra","Con riego","Agricola extensivo","*No Aplica*","*No Aplica*","<Null>",1,"Ciclo corto-Con riego-Parcela pequeña-Templado","Zona 31",20591.9485027,4444159.60718,444.415960718,8323142,258144,"UseSpacesForTab: Yes",NA
"24","BQ1","Cultivo","maiz suave","Ciclo corto","Templado","Sin cubierta","No Aplica","No Aplica","No Aplica","No Aplica","No Aplica","Mercantil","Parcelas pequeñas sierra","Con riego","Agricola extensivo","*No Aplica*","*No Aplica*","<Null>",1,"Ciclo corto-Con riego-Parcela pequeña-Templado","Zona 31",20591.9485027,4444159.60718,444.415960718,8323142,258144,"NumSpacesForTab: 2",NA
"25","BQ1","Cultivo","maiz suave","Ciclo corto","Templado","Sin cubierta","No Aplica","No Aplica","No Aplica","No Aplica","No Aplica","Mercantil","Parcelas pequeñas sierra","Con riego","Agricola extensivo","*No Aplica*","*No Aplica*","<Null>",1,"Ciclo corto-Con riego-Parcela pequeña-Templado","Zona 31",20591.9485027,4444159.60718,444.415960718,8323142,258144,"Encoding: UTF-8",NA
"26","BQ1","Cultivo","maiz suave","Ciclo corto","Templado","Sin cubierta","No Aplica","No Aplica","No Aplica","No Aplica","No Aplica","Mercantil","Parcelas pequeñas sierra","Con riego","Agricola extensivo","*No Aplica*","*No Aplica*","<Null>",1,"Ciclo corto-Con riego-Parcela pequeña-Templado","Zona 31",20591.9485027,4444159.60718,444.415960718,8323142,258144,"RnwWeave: Sweave",NA
"27","BQ1","Cultivo","maiz suave","Ciclo corto","Templado","Sin cubierta","No Aplica","No Aplica","No Aplica","No Aplica","No Aplica","Mercantil","Parcelas pequeñas sierra","Con riego","Agricola extensivo","*No Aplica*","*No Aplica*","<Null>",1,"Ciclo corto-Con riego-Parcela pequeña-Templado","Zona 31",20591.9485027,4444159.60718,444.415960718,8323142,258144,"LaTeX: pdfLaTeX",NA
"28","BQ1","Erial","Area erosionada","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Improductivo","*No Aplica*","*No Aplica*","",1,"No aplicable","No aplicable",4564.62234913,139259.87072,13.925987072,418432,141006,"RestoreWorkspace: Default",NA
"29","BQ1","Erial","Area erosionada","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Improductivo","*No Aplica*","*No Aplica*","",1,"No aplicable","No aplicable",4564.62234913,139259.87072,13.925987072,418432,141006,"SaveWorkspace: Default",NA
"30","BQ1","Erial","Area erosionada","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Improductivo","*No Aplica*","*No Aplica*","",1,"No aplicable","No aplicable",4564.62234913,139259.87072,13.925987072,418432,141006,"AlwaysSaveHistory: Default",NA
"31","BQ1","Erial","Area erosionada","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Improductivo","*No Aplica*","*No Aplica*","",1,"No aplicable","No aplicable",4564.62234913,139259.87072,13.925987072,418432,141006,"EnableCodeIndexing: Yes",NA
"32","BQ1","Erial","Area erosionada","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Improductivo","*No Aplica*","*No Aplica*","",1,"No aplicable","No aplicable",4564.62234913,139259.87072,13.925987072,418432,141006,"UseSpacesForTab: Yes",NA
"33","BQ1","Erial","Area erosionada","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Improductivo","*No Aplica*","*No Aplica*","",1,"No aplicable","No aplicable",4564.62234913,139259.87072,13.925987072,418432,141006,"NumSpacesForTab: 2",NA
"34","BQ1","Erial","Area erosionada","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Improductivo","*No Aplica*","*No Aplica*","",1,"No aplicable","No aplicable",4564.62234913,139259.87072,13.925987072,418432,141006,"Encoding: UTF-8",NA
"35","BQ1","Erial","Area erosionada","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Improductivo","*No Aplica*","*No Aplica*","",1,"No aplicable","No aplicable",4564.62234913,139259.87072,13.925987072,418432,141006,"RnwWeave: Sweave",NA
"36","BQ1","Erial","Area erosionada","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","Improductivo","*No Aplica*","*No Aplica*","",1,"No aplicable","No aplicable",4564.62234913,139259.87072,13.925987072,418432,141006,"LaTeX: pdfLaTeX",NA
"37","BQ1","Infraestructura Antropica","COMPLEJO RECREACIONAL","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","No Aplica","*No Aplica*","*No Aplica*","Ocio","*No Aplica*","*No Aplica*","Circuito",1,"No aplicable","No aplicable",1099.00856215,75636.3326151,7.5636332615,114856,76582,"RestoreWorkspace: Default",NA
"38","BQ1","Infraestructura Antropica","COMPLEJO RECREACIONAL","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","No Aplica","*No Aplica*","*No Aplica*","Ocio","*No Aplica*","*No Aplica*","Circuito",1,"No aplicable","No aplicable",1099.00856215,75636.3326151,7.5636332615,114856,76582,"SaveWorkspace: Default",NA
"39","BQ1","Infraestructura Antropica","COMPLEJO RECREACIONAL","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","No Aplica","*No Aplica*","*No Aplica*","Ocio","*No Aplica*","*No Aplica*","Circuito",1,"No aplicable","No aplicable",1099.00856215,75636.3326151,7.5636332615,114856,76582,"AlwaysSaveHistory: Default",NA
"40","BQ1","Infraestructura Antropica","COMPLEJO RECREACIONAL","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","No Aplica","*No Aplica*","*No Aplica*","Ocio","*No Aplica*","*No Aplica*","Circuito",1,"No aplicable","No aplicable",1099.00856215,75636.3326151,7.5636332615,114856,76582,"EnableCodeIndexing: Yes",NA
"41","BQ1","Infraestructura Antropica","COMPLEJO RECREACIONAL","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","No Aplica","*No Aplica*","*No Aplica*","Ocio","*No Aplica*","*No Aplica*","Circuito",1,"No aplicable","No aplicable",1099.00856215,75636.3326151,7.5636332615,114856,76582,"UseSpacesForTab: Yes",NA
"42","BQ1","Infraestructura Antropica","COMPLEJO RECREACIONAL","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","No Aplica","*No Aplica*","*No Aplica*","Ocio","*No Aplica*","*No Aplica*","Circuito",1,"No aplicable","No aplicable",1099.00856215,75636.3326151,7.5636332615,114856,76582,"NumSpacesForTab: 2",NA
"43","BQ1","Infraestructura Antropica","COMPLEJO RECREACIONAL","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","No Aplica","*No Aplica*","*No Aplica*","Ocio","*No Aplica*","*No Aplica*","Circuito",1,"No aplicable","No aplicable",1099.00856215,75636.3326151,7.5636332615,114856,76582,"Encoding: UTF-8",NA
"44","BQ1","Infraestructura Antropica","COMPLEJO RECREACIONAL","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","No Aplica","*No Aplica*","*No Aplica*","Ocio","*No Aplica*","*No Aplica*","Circuito",1,"No aplicable","No aplicable",1099.00856215,75636.3326151,7.5636332615,114856,76582,"RnwWeave: Sweave",NA
"45","BQ1","Infraestructura Antropica","COMPLEJO RECREACIONAL","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","*No Aplica*","No Aplica","*No Aplica*","*No Aplica*","Ocio","*No Aplica*","*No Aplica*","Circuito",1,"No aplicable","No aplicable",1099.00856215,75636.3326151,7.5636332615,114856,76582,"LaTeX: pdfLaTeX",NA
"46","BQ1","Pastizal","Pasto de corte (forraje)","Semipermanente","Templado","*No Aplica*","No Aplica","No Aplica","No Aplica","No Aplica","No Aplica","Combinado","Parcelas grandes sierra","Con riego","Pecuario bovino extensivo","*No Aplica*","*No Aplica*","Hacienda",1,"Pastizales-Con riego-Parcela grande-Templado","Zona 57",5701.58419405,999217.797756,99.9217797756,827115,354384,"RestoreWorkspace: Default",NA
"47","BQ1","Pastizal","Pasto de corte (forraje)","Semipermanente","Templado","*No Aplica*","No Aplica","No Aplica","No Aplica","No Aplica","No Aplica","Combinado","Parcelas grandes sierra","Con riego","Pecuario bovino extensivo","*No Aplica*","*No Aplica*","Hacienda",1,"Pastizales-Con riego-Parcela grande-Templado","Zona 57",5701.58419405,999217.797756,99.9217797756,827115,354384,"SaveWorkspace: Default",NA
"48","BQ1","Pastizal","Pasto de corte (forraje)","Semipermanente","Templado","*No Aplica*","No Aplica","No Aplica","No Aplica","No Aplica","No Aplica","Combinado","Parcelas grandes sierra","Con riego","Pecuario bovino extensivo","*No Aplica*","*No Aplica*","Hacienda",1,"Pastizales-Con riego-Parcela grande-Templado","Zona 57",5701.58419405,999217.797756,99.9217797756,827115,354384,"AlwaysSaveHistory: Default",NA
"49","BQ1","Pastizal","Pasto de corte (forraje)","Semipermanente","Templado","*No Aplica*","No Aplica","No Aplica","No Aplica","No Aplica","No Aplica","Combinado","Parcelas grandes sierra","Con riego","Pecuario bovino extensivo","*No Aplica*","*No Aplica*","Hacienda",1,"Pastizales-Con riego-Parcela grande-Templado","Zona 57",5701.58419405,999217.797756,99.9217797756,827115,354384,"EnableCodeIndexing: Yes",NA
"50","BQ1","Pastizal","Pasto de corte (forraje)","Semipermanente","Templado","*No Aplica*","No Aplica","No Aplica","No Aplica","No Aplica","No Aplica","Combinado","Parcelas grandes sierra","Con riego","Pecuario bovino extensivo","*No Aplica*","*No Aplica*","Hacienda",1,"Pastizales-Con riego-Parcela grande-Templado","Zona 57",5701.58419405,999217.797756,99.9217797756,827115,354384,"UseSpacesForTab: Yes",NA
"51","BQ1","Pastizal","Pasto de corte (forraje)","Semipermanente","Templado","*No Aplica*","No Aplica","No Aplica","No Aplica","No Aplica","No Aplica","Combinado","Parcelas grandes sierra","Con riego","Pecuario bovino extensivo","*No Aplica*","*No Aplica*","Hacienda",1,"Pastizales-Con riego-Parcela grande-Templado","Zona 57",5701.58419405,999217.797756,99.9217797756,827115,354384,"NumSpacesForTab: 2",NA
"52","BQ1","Pastizal","Pasto de corte (forraje)","Semipermanente","Templado","*No Aplica*","No Aplica","No Aplica","No Aplica","No Aplica","No Aplica","Combinado","Parcelas grandes sierra","Con riego","Pecuario bovino extensivo","*No Aplica*","*No Aplica*","Hacienda",1,"Pastizales-Con riego-Parcela grande-Templado","Zona 57",5701.58419405,999217.797756,99.9217797756,827115,354384,"Encoding: UTF-8",NA
"53","BQ1","Pastizal","Pasto de corte (forraje)","Semipermanente","Templado","*No Aplica*","No Aplica","No Aplica","No Aplica","No Aplica","No Aplica","Combinado","Parcelas grandes sierra","Con riego","Pecuario bovino extensivo","*No Aplica*","*No Aplica*","Hacienda",1,"Pastizales-Con riego-Parcela grande-Templado","Zona 57",5701.58419405,999217.797756,99.9217797756,827115,354384,"RnwWeave: Sweave",NA
"54","BQ1","Pastizal","Pasto de corte (forraje)","Semipermanente","Templado","*No Aplica*","No Aplica","No Aplica","No Aplica","No Aplica","No Aplica","Combinado","Parcelas grandes sierra","Con riego","Pecuario bovino extensivo","*No Aplica*","*No Aplica*","Hacienda",1,"Pastizales-Con riego-Parcela grande-Templado","Zona 57",5701.58419405,999217.797756,99.9217797756,827115,354384,"LaTeX: pdfLaTeX",NA
"55","BQ1","Plantacion Forestal","Eucalipto","Permanente","No aplica","*No Aplica*","No Aplica","*No Aplica*","No Aplica","*No Aplica*","*No Aplica*","*No Aplica*","No aplica","*No Aplica*","Forestal para madera","*No Aplica*","*No Aplica*","",1,"No aplicable","No aplicable",1314.78124072,40833.9727446,4.0833972745,984372,41343,"RestoreWorkspace: Default",NA
"56","BQ1","Plantacion Forestal","Eucalipto","Permanente","No aplica","*No Aplica*","No Aplica","*No Aplica*","No Aplica","*No Aplica*","*No Aplica*","*No Aplica*","No aplica","*No Aplica*","Forestal para madera","*No Aplica*","*No Aplica*","",1,"No aplicable","No aplicable",1314.78124072,40833.9727446,4.0833972745,984372,41343,"SaveWorkspace: Default",NA
